path,food_category,dish,classes
images/grilled_cheese_sandwich/2735897.jpg,2,24,2 24
images/spaghetti_bolognese/3085348.jpg,2,25,2 25
images/guacamole/2956463.jpg,2,31,2 31
images/spaghetti_bolognese/2350284.jpg,2,25,2 25
images/grilled_salmon/2402025.jpg,2,73,2 73
images/chocolate_cake/3547611.jpg,1,74,1 74
images/chicken_curry/3368078.jpg,2,13,2 13
images/miso_soup/1540297.jpg,2,45,2 45
images/bread_pudding/3514583.jpg,1,83,1 83
images/spaghetti_bolognese/2470384.jpg,2,25,2 25
images/bibimbap/1884953.jpg,2,69,2 69
images/chocolate_cake/3300841.jpg,1,74,1 74
images/filet_mignon/3551844.jpg,2,10,2 10
images/mussels/862985.jpg,2,61,2 61
images/beef_tartare/1095314.jpg,2,29,2 29
images/sushi/155981.jpg,2,66,2 66
images/scallops/1425355.jpg,2,58,2 58
images/bibimbap/3767281.jpg,2,69,2 69
images/chicken_quesadilla/2085130.jpg,2,60,2 60
images/tacos/647567.jpg,2,75,2 75
images/ramen/2509239.jpg,2,84,2 84
images/mussels/556142.jpg,2,61,2 61
images/foie_gras/2188736.jpg,2,0,2 0
images/garlic_bread/2228748.jpg,2,4,2 4
images/tuna_tartare/605058.jpg,2,9,2 9
images/beef_carpaccio/2782162.jpg,2,62,2 62
images/guacamole/2550603.jpg,2,31,2 31
images/tacos/3801273.jpg,2,75,2 75
images/donuts/203890.jpg,1,8,1 8
images/cheesecake/2575885.jpg,1,16,1 16
images/fish_and_chips/3541353.jpg,2,51,2 51
images/crab_cakes/1800722.jpg,2,36,2 36
images/cheesecake/443543.jpg,1,16,1 16
images/hummus/3698424.jpg,2,70,2 70
images/tuna_tartare/1365432.jpg,2,9,2 9
images/pad_thai/3303849.jpg,2,52,2 52
images/filet_mignon/2045591.jpg,2,10,2 10
images/sashimi/3340362.jpg,2,42,2 42
images/caprese_salad/522915.jpg,0,94,0 94
images/pho/817861.jpg,2,93,2 93
images/crab_cakes/2897885.jpg,2,36,2 36
images/fried_rice/1264193.jpg,2,91,2 91
images/sashimi/198811.jpg,2,42,2 42
images/guacamole/3141873.jpg,2,31,2 31
images/beef_carpaccio/482763.jpg,2,62,2 62
images/filet_mignon/2396290.jpg,2,10,2 10
images/fried_rice/3877367.jpg,2,91,2 91
images/baby_back_ribs/3003568.jpg,2,77,2 77
images/ceviche/1532642.jpg,2,39,2 39
images/fried_calamari/1471328.jpg,2,30,2 30
images/hamburger/1635356.jpg,2,76,2 76
images/cheesecake/3790656.jpg,1,16,1 16
images/dumplings/224995.jpg,2,90,2 90
images/chocolate_cake/3842697.jpg,1,74,1 74
images/hot_and_sour_soup/2949115.jpg,2,40,2 40
images/macarons/103939.jpg,1,55,1 55
images/baklava/3482493.jpg,1,96,1 96
images/pancakes/1963947.jpg,2,78,2 78
images/strawberry_shortcake/3252296.jpg,1,37,1 37
images/waffles/3029709.jpg,1,18,1 18
images/ramen/2926541.jpg,2,84,2 84
images/french_onion_soup/1513227.jpg,2,92,2 92
images/french_fries/3210333.jpg,2,89,2 89
images/eggs_benedict/3754658.jpg,2,63,2 63
images/breakfast_burrito/2473500.jpg,2,23,2 23
images/crab_cakes/1368943.jpg,2,36,2 36
images/panna_cotta/1862765.jpg,1,50,1 50
images/bibimbap/306734.jpg,2,69,2 69
images/breakfast_burrito/3040627.jpg,2,23,2 23
images/bibimbap/1416282.jpg,2,69,2 69
images/french_fries/204132.jpg,2,89,2 89
images/creme_brulee/1356829.jpg,1,97,1 97
images/grilled_cheese_sandwich/3472814.jpg,2,24,2 24
images/peking_duck/2379097.jpg,2,87,2 87
images/fish_and_chips/3119446.jpg,2,51,2 51
images/steak/2138503.jpg,2,15,2 15
images/samosa/910934.jpg,2,7,2 7
images/cannoli/2396658.jpg,1,57,1 57
images/fried_calamari/2049563.jpg,2,30,2 30
images/greek_salad/3259345.jpg,0,28,0 28
images/dumplings/1314498.jpg,2,90,2 90
images/mussels/1716983.jpg,2,61,2 61
images/steak/2573392.jpg,2,15,2 15
images/red_velvet_cake/3072553.jpg,1,17,1 17
images/pho/171433.jpg,2,93,2 93
images/donuts/2205272.jpg,1,8,1 8
images/chocolate_cake/3781276.jpg,1,74,1 74
images/ramen/3067220.jpg,2,84,2 84
images/panna_cotta/2938679.jpg,1,50,1 50
images/hamburger/2324650.jpg,2,76,2 76
images/lasagna/2948408.jpg,2,86,2 86
images/paella/700678.jpg,2,43,2 43
images/cup_cakes/582638.jpg,1,3,1 3
images/cannoli/2210687.jpg,1,57,1 57
images/fish_and_chips/1961013.jpg,2,51,2 51
images/paella/1143327.jpg,2,43,2 43
images/tuna_tartare/3688212.jpg,2,9,2 9
images/onion_rings/2538482.jpg,2,99,2 99
images/cheesecake/1583451.jpg,1,16,1 16
images/edamame/2421894.jpg,2,38,2 38
images/miso_soup/461211.jpg,2,45,2 45
images/mussels/689214.jpg,2,61,2 61
images/lobster_roll_sandwich/2157968.jpg,2,21,2 21
images/bibimbap/38533.jpg,2,69,2 69
images/filet_mignon/2714260.jpg,2,10,2 10
images/foie_gras/2289382.jpg,2,0,2 0
images/peking_duck/1374117.jpg,2,87,2 87
images/chicken_wings/2437425.jpg,2,72,2 72
images/pho/278857.jpg,2,93,2 93
images/chocolate_cake/164531.jpg,1,74,1 74
images/mussels/72087.jpg,2,61,2 61
images/falafel/2394770.jpg,2,26,2 26
images/garlic_bread/613716.jpg,2,4,2 4
images/fish_and_chips/459683.jpg,2,51,2 51
images/hot_dog/1972407.jpg,2,47,2 47
images/frozen_yogurt/1680169.jpg,1,59,1 59
images/omelette/537181.jpg,2,65,2 65
images/cannoli/89755.jpg,1,57,1 57
images/hamburger/78997.jpg,2,76,2 76
images/fried_calamari/29921.jpg,2,30,2 30
images/edamame/3301018.jpg,2,38,2 38
images/hamburger/2766731.jpg,2,76,2 76
images/french_fries/1571407.jpg,2,89,2 89
images/ice_cream/623707.jpg,1,6,1 6
images/spring_rolls/376713.jpg,2,41,2 41
images/tacos/3546537.jpg,2,75,2 75
images/french_onion_soup/3383032.jpg,2,92,2 92
images/french_onion_soup/1152861.jpg,2,92,2 92
images/gnocchi/1214945.jpg,2,5,2 5
images/beef_tartare/1931160.jpg,2,29,2 29
images/chicken_quesadilla/2992166.jpg,2,60,2 60
images/lobster_bisque/3018054.jpg,2,33,2 33
images/apple_pie/1456379.jpg,1,56,1 56
images/ravioli/1444890.jpg,2,32,2 32
images/hot_and_sour_soup/1823292.jpg,2,40,2 40
images/red_velvet_cake/2427544.jpg,1,17,1 17
images/oysters/3889372.jpg,2,95,2 95
images/caprese_salad/2126718.jpg,0,94,0 94
images/churros/541601.jpg,1,19,1 19
images/chicken_wings/3536403.jpg,2,72,2 72
images/greek_salad/1489555.jpg,0,28,0 28
images/lobster_roll_sandwich/474839.jpg,2,21,2 21
images/nachos/3469232.jpg,2,81,2 81
images/pizza/343480.jpg,2,80,2 80
images/tacos/3215955.jpg,2,75,2 75
images/frozen_yogurt/2943199.jpg,1,59,1 59
images/baby_back_ribs/658561.jpg,2,77,2 77
images/breakfast_burrito/3861521.jpg,2,23,2 23
images/french_fries/3623578.jpg,2,89,2 89
images/macarons/2677153.jpg,1,55,1 55
images/lobster_bisque/1481054.jpg,2,33,2 33
images/chocolate_mousse/3767169.jpg,1,67,1 67
images/fried_rice/1904084.jpg,2,91,2 91
images/macarons/1416748.jpg,1,55,1 55
images/spaghetti_bolognese/3459266.jpg,2,25,2 25
images/beef_carpaccio/1933367.jpg,2,62,2 62
images/french_toast/3192228.jpg,2,12,2 12
images/beef_tartare/2728369.jpg,2,29,2 29
images/pad_thai/1936973.jpg,2,52,2 52
images/frozen_yogurt/5708.jpg,1,59,1 59
images/grilled_salmon/511896.jpg,2,73,2 73
images/lobster_roll_sandwich/103891.jpg,2,21,2 21
images/baklava/2667425.jpg,1,96,1 96
images/donuts/159634.jpg,1,8,1 8
images/macarons/594020.jpg,1,55,1 55
images/guacamole/3863678.jpg,2,31,2 31
images/pancakes/254697.jpg,2,78,2 78
images/french_toast/965210.jpg,2,12,2 12
images/peking_duck/2815551.jpg,2,87,2 87
images/croque_madame/402567.jpg,2,85,2 85
images/risotto/86605.jpg,2,35,2 35
images/oysters/1684659.jpg,2,95,2 95
images/cheese_plate/1188456.jpg,2,2,2 2
images/cup_cakes/3302553.jpg,1,3,1 3
images/chicken_curry/108559.jpg,2,13,2 13
images/pancakes/862020.jpg,2,78,2 78
images/paella/593982.jpg,2,43,2 43
images/apple_pie/3860485.jpg,1,56,1 56
images/ice_cream/3698312.jpg,1,6,1 6
images/creme_brulee/2609954.jpg,1,97,1 97
images/oysters/3638674.jpg,2,95,2 95
images/croque_madame/3501089.jpg,2,85,2 85
images/shrimp_and_grits/584652.jpg,2,14,2 14
images/chocolate_cake/3167867.jpg,1,74,1 74
images/donuts/1285068.jpg,1,8,1 8
images/french_onion_soup/2889785.jpg,2,92,2 92
images/seaweed_salad/834981.jpg,0,11,0 11
images/dumplings/156426.jpg,2,90,2 90
images/ice_cream/1639427.jpg,1,6,1 6
images/baby_back_ribs/2111577.jpg,2,77,2 77
images/spring_rolls/1459322.jpg,2,41,2 41
images/deviled_eggs/219250.jpg,2,88,2 88
images/chocolate_cake/460260.jpg,1,74,1 74
images/pancakes/1966697.jpg,2,78,2 78
images/beignets/267969.jpg,1,68,1 68
images/paella/3772674.jpg,2,43,2 43
images/carrot_cake/1313461.jpg,1,98,1 98
images/macaroni_and_cheese/1024001.jpg,2,82,2 82
images/mussels/2102685.jpg,2,61,2 61
images/edamame/1047955.jpg,2,38,2 38
images/cannoli/281683.jpg,1,57,1 57
images/cannoli/1458539.jpg,1,57,1 57
images/bruschetta/2411864.jpg,2,49,2 49
images/chicken_curry/3264723.jpg,2,13,2 13
images/cheese_plate/752159.jpg,2,2,2 2
images/macarons/2579738.jpg,1,55,1 55
images/greek_salad/1053670.jpg,0,28,0 28
images/gnocchi/3792199.jpg,2,5,2 5
images/lasagna/385113.jpg,2,86,2 86
images/prime_rib/2810675.jpg,2,79,2 79
images/mussels/339295.jpg,2,61,2 61
images/macaroni_and_cheese/2770205.jpg,2,82,2 82
images/fried_calamari/530416.jpg,2,30,2 30
images/bruschetta/1512666.jpg,2,49,2 49
images/beignets/751414.jpg,1,68,1 68
images/croque_madame/1501264.jpg,2,85,2 85
images/deviled_eggs/1994019.jpg,2,88,2 88
images/pulled_pork_sandwich/1567960.jpg,2,48,2 48
images/mussels/8951.jpg,2,61,2 61
images/poutine/3223296.jpg,2,27,2 27
images/fried_rice/424164.jpg,2,91,2 91
images/steak/15580.jpg,2,15,2 15
images/mussels/2046534.jpg,2,61,2 61
images/red_velvet_cake/3665394.jpg,1,17,1 17
images/red_velvet_cake/1224460.jpg,1,17,1 17
images/club_sandwich/311257.jpg,2,1,2 1
images/pork_chop/3558575.jpg,2,71,2 71
images/fried_calamari/2280802.jpg,2,30,2 30
images/croque_madame/2613495.jpg,2,85,2 85
images/pad_thai/119179.jpg,2,52,2 52
images/sashimi/2616950.jpg,2,42,2 42
images/tuna_tartare/1979091.jpg,2,9,2 9
images/pho/344153.jpg,2,93,2 93
images/oysters/907314.jpg,2,95,2 95
images/takoyaki/624997.jpg,2,54,2 54
images/croque_madame/207223.jpg,2,85,2 85
images/grilled_cheese_sandwich/722849.jpg,2,24,2 24
images/garlic_bread/3401277.jpg,2,4,2 4
images/breakfast_burrito/3726607.jpg,2,23,2 23
images/pad_thai/3090806.jpg,2,52,2 52
images/hot_dog/893274.jpg,2,47,2 47
images/donuts/805650.jpg,1,8,1 8
images/chocolate_mousse/2717080.jpg,1,67,1 67
images/hot_dog/716049.jpg,2,47,2 47
images/caesar_salad/1895907.jpg,0,100,0 100
images/hot_and_sour_soup/886217.jpg,2,40,2 40
images/scallops/655627.jpg,2,58,2 58
images/fish_and_chips/2089582.jpg,2,51,2 51
images/cheesecake/3476761.jpg,1,16,1 16
images/creme_brulee/1301069.jpg,1,97,1 97
images/pork_chop/3843615.jpg,2,71,2 71
images/greek_salad/3052046.jpg,0,28,0 28
images/chicken_wings/2410287.jpg,2,72,2 72
images/garlic_bread/1176519.jpg,2,4,2 4
images/poutine/3774878.jpg,2,27,2 27
images/peking_duck/731148.jpg,2,87,2 87
images/baby_back_ribs/1512537.jpg,2,77,2 77
images/paella/2683640.jpg,2,43,2 43
images/beet_salad/2389468.jpg,0,34,0 34
images/takoyaki/584471.jpg,2,54,2 54
images/falafel/476268.jpg,2,26,2 26
images/cannoli/1224286.jpg,1,57,1 57
images/pulled_pork_sandwich/2360127.jpg,2,48,2 48
images/oysters/2794390.jpg,2,95,2 95
images/chicken_wings/3473903.jpg,2,72,2 72
images/pulled_pork_sandwich/110087.jpg,2,48,2 48
images/pizza/3644733.jpg,2,80,2 80
images/ice_cream/96935.jpg,1,6,1 6
images/churros/3006013.jpg,1,19,1 19
images/club_sandwich/465055.jpg,2,1,2 1
images/greek_salad/402263.jpg,0,28,0 28
images/omelette/2761609.jpg,2,65,2 65
images/nachos/1074329.jpg,2,81,2 81
images/ramen/3005242.jpg,2,84,2 84
images/crab_cakes/77548.jpg,2,36,2 36
images/bruschetta/506289.jpg,2,49,2 49
images/hot_and_sour_soup/604451.jpg,2,40,2 40
images/gyoza/752604.jpg,2,20,2 20
images/ceviche/1710638.jpg,2,39,2 39
images/caprese_salad/2236937.jpg,0,94,0 94
images/croque_madame/1052312.jpg,2,85,2 85
images/chocolate_mousse/1793072.jpg,1,67,1 67
images/steak/134369.jpg,2,15,2 15
images/pho/869909.jpg,2,93,2 93
images/caesar_salad/3256715.jpg,0,100,0 100
images/sashimi/3299653.jpg,2,42,2 42
images/pad_thai/3085247.jpg,2,52,2 52
images/shrimp_and_grits/2112899.jpg,2,14,2 14
images/huevos_rancheros/106096.jpg,2,22,2 22
images/cup_cakes/488955.jpg,1,3,1 3
images/panna_cotta/839316.jpg,1,50,1 50
images/miso_soup/3404082.jpg,2,45,2 45
images/seaweed_salad/2732655.jpg,0,11,0 11
images/onion_rings/796869.jpg,2,99,2 99
images/grilled_cheese_sandwich/2320407.jpg,2,24,2 24
images/pulled_pork_sandwich/2842220.jpg,2,48,2 48
images/ceviche/2620165.jpg,2,39,2 39
images/beignets/3316799.jpg,1,68,1 68
images/frozen_yogurt/453276.jpg,1,59,1 59
images/french_onion_soup/686419.jpg,2,92,2 92
images/gyoza/3563814.jpg,2,20,2 20
images/prime_rib/2068929.jpg,2,79,2 79
images/shrimp_and_grits/2952412.jpg,2,14,2 14
images/gnocchi/800956.jpg,2,5,2 5
images/pizza/2572958.jpg,2,80,2 80
images/red_velvet_cake/2447554.jpg,1,17,1 17
images/dumplings/3101737.jpg,2,90,2 90
images/greek_salad/2210716.jpg,0,28,0 28
images/poutine/999875.jpg,2,27,2 27
images/gnocchi/3126570.jpg,2,5,2 5
images/frozen_yogurt/3360294.jpg,1,59,1 59
images/chocolate_mousse/2825301.jpg,1,67,1 67
images/scallops/3006789.jpg,2,58,2 58
images/pancakes/842552.jpg,2,78,2 78
images/panna_cotta/1669294.jpg,1,50,1 50
images/steak/1288540.jpg,2,15,2 15
images/sushi/926416.jpg,2,66,2 66
images/chicken_quesadilla/2803751.jpg,2,60,2 60
images/escargots/635046.jpg,2,46,2 46
images/waffles/1048577.jpg,1,18,1 18
images/ramen/723695.jpg,2,84,2 84
images/tuna_tartare/3134727.jpg,2,9,2 9
images/baby_back_ribs/3228576.jpg,2,77,2 77
images/nachos/879348.jpg,2,81,2 81
images/chicken_wings/593534.jpg,2,72,2 72
images/creme_brulee/3612517.jpg,1,97,1 97
images/macarons/338791.jpg,1,55,1 55
images/cheesecake/2310307.jpg,1,16,1 16
images/baklava/3824943.jpg,1,96,1 96
images/french_toast/1761714.jpg,2,12,2 12
images/beignets/3531606.jpg,1,68,1 68
images/french_toast/3860443.jpg,2,12,2 12
images/chicken_wings/2509984.jpg,2,72,2 72
images/caesar_salad/960495.jpg,0,100,0 100
images/fish_and_chips/2072610.jpg,2,51,2 51
images/bruschetta/3725753.jpg,2,49,2 49
images/omelette/127217.jpg,2,65,2 65
images/sashimi/299817.jpg,2,42,2 42
images/pork_chop/1883582.jpg,2,71,2 71
images/chicken_wings/2157839.jpg,2,72,2 72
images/fried_calamari/2007282.jpg,2,30,2 30
images/spring_rolls/2135019.jpg,2,41,2 41
images/fried_rice/3469839.jpg,2,91,2 91
images/spaghetti_bolognese/663808.jpg,2,25,2 25
images/beet_salad/3172756.jpg,0,34,0 34
images/beef_carpaccio/1260454.jpg,2,62,2 62
images/fried_calamari/2094696.jpg,2,30,2 30
images/edamame/97859.jpg,2,38,2 38
images/beignets/3453845.jpg,1,68,1 68
images/hot_dog/171607.jpg,2,47,2 47
images/pho/2009071.jpg,2,93,2 93
images/sashimi/487181.jpg,2,42,2 42
images/donuts/2706793.jpg,1,8,1 8
images/garlic_bread/760007.jpg,2,4,2 4
images/cheese_plate/3597422.jpg,2,2,2 2
images/miso_soup/2858700.jpg,2,45,2 45
images/miso_soup/2146417.jpg,2,45,2 45
images/breakfast_burrito/1636726.jpg,2,23,2 23
images/chicken_curry/7020.jpg,2,13,2 13
images/nachos/3580704.jpg,2,81,2 81
images/nachos/1459211.jpg,2,81,2 81
images/french_onion_soup/1227947.jpg,2,92,2 92
images/steak/752203.jpg,2,15,2 15
images/onion_rings/764614.jpg,2,99,2 99
images/fried_calamari/1460581.jpg,2,30,2 30
images/hamburger/2188393.jpg,2,76,2 76
images/lobster_roll_sandwich/3071312.jpg,2,21,2 21
images/pork_chop/1258359.jpg,2,71,2 71
images/lobster_roll_sandwich/116829.jpg,2,21,2 21
images/eggs_benedict/339230.jpg,2,63,2 63
images/hot_dog/1018245.jpg,2,47,2 47
images/ramen/2310906.jpg,2,84,2 84
images/donuts/2247724.jpg,1,8,1 8
images/club_sandwich/2401968.jpg,2,1,2 1
images/filet_mignon/1940461.jpg,2,10,2 10
images/hot_and_sour_soup/1391267.jpg,2,40,2 40
images/prime_rib/69564.jpg,2,79,2 79
images/prime_rib/2007611.jpg,2,79,2 79
images/chicken_wings/2266971.jpg,2,72,2 72
images/strawberry_shortcake/2899857.jpg,1,37,1 37
images/bread_pudding/2260220.jpg,1,83,1 83
images/churros/3297337.jpg,1,19,1 19
images/seaweed_salad/2074734.jpg,0,11,0 11
images/pizza/3554287.jpg,2,80,2 80
images/gnocchi/819471.jpg,2,5,2 5
images/spaghetti_carbonara/830772.jpg,2,64,2 64
images/french_onion_soup/304507.jpg,2,92,2 92
images/fried_calamari/3360014.jpg,2,30,2 30
images/seaweed_salad/1681875.jpg,0,11,0 11
images/foie_gras/323788.jpg,2,0,2 0
images/chicken_curry/2553422.jpg,2,13,2 13
images/cup_cakes/2733645.jpg,1,3,1 3
images/beef_tartare/3904455.jpg,2,29,2 29
images/steak/3136.jpg,2,15,2 15
images/chicken_curry/353838.jpg,2,13,2 13
images/scallops/1423742.jpg,2,58,2 58
images/deviled_eggs/1426341.jpg,2,88,2 88
images/lobster_bisque/3221544.jpg,2,33,2 33
images/grilled_cheese_sandwich/845226.jpg,2,24,2 24
images/apple_pie/2030311.jpg,1,56,1 56
images/escargots/3744480.jpg,2,46,2 46
images/beef_carpaccio/1666577.jpg,2,62,2 62
images/hot_and_sour_soup/1592129.jpg,2,40,2 40
images/cannoli/1773547.jpg,1,57,1 57
images/risotto/587604.jpg,2,35,2 35
images/bread_pudding/451293.jpg,1,83,1 83
images/waffles/29115.jpg,1,18,1 18
images/ceviche/1325233.jpg,2,39,2 39
images/gnocchi/3779646.jpg,2,5,2 5
images/lobster_bisque/149337.jpg,2,33,2 33
images/donuts/365526.jpg,1,8,1 8
images/lobster_bisque/1912915.jpg,2,33,2 33
images/lobster_roll_sandwich/1831694.jpg,2,21,2 21
images/cheesecake/2567145.jpg,1,16,1 16
images/bibimbap/2778279.jpg,2,69,2 69
images/croque_madame/707088.jpg,2,85,2 85
images/beet_salad/3163828.jpg,0,34,0 34
images/miso_soup/1444659.jpg,2,45,2 45
images/crab_cakes/3746432.jpg,2,36,2 36
images/hamburger/315121.jpg,2,76,2 76
images/eggs_benedict/1814598.jpg,2,63,2 63
images/churros/97416.jpg,1,19,1 19
images/fried_rice/2990769.jpg,2,91,2 91
images/pizza/3512070.jpg,2,80,2 80
images/chicken_wings/3697101.jpg,2,72,2 72
images/gnocchi/2620846.jpg,2,5,2 5
images/foie_gras/2828053.jpg,2,0,2 0
images/deviled_eggs/2930624.jpg,2,88,2 88
images/peking_duck/2383763.jpg,2,87,2 87
images/club_sandwich/2004845.jpg,2,1,2 1
images/samosa/3185927.jpg,2,7,2 7
images/hot_and_sour_soup/384751.jpg,2,40,2 40
images/fried_calamari/1261879.jpg,2,30,2 30
images/ceviche/693725.jpg,2,39,2 39
images/steak/1823263.jpg,2,15,2 15
images/hot_dog/26718.jpg,2,47,2 47
images/macarons/2976100.jpg,1,55,1 55
images/seaweed_salad/2476533.jpg,0,11,0 11
images/greek_salad/1007149.jpg,0,28,0 28
images/onion_rings/2567582.jpg,2,99,2 99
images/huevos_rancheros/372307.jpg,2,22,2 22
images/peking_duck/3433730.jpg,2,87,2 87
images/prime_rib/3248850.jpg,2,79,2 79
images/pho/139491.jpg,2,93,2 93
images/scallops/1339079.jpg,2,58,2 58
images/caesar_salad/2240641.jpg,0,100,0 100
images/beef_carpaccio/3574772.jpg,2,62,2 62
images/panna_cotta/1106240.jpg,1,50,1 50
images/eggs_benedict/1442470.jpg,2,63,2 63
images/falafel/983810.jpg,2,26,2 26
images/carrot_cake/3824453.jpg,1,98,1 98
images/poutine/133176.jpg,2,27,2 27
images/creme_brulee/1274088.jpg,1,97,1 97
images/chicken_quesadilla/3282092.jpg,2,60,2 60
images/cup_cakes/3557465.jpg,1,3,1 3
images/french_toast/3512590.jpg,2,12,2 12
images/tiramisu/1472032.jpg,1,53,1 53
images/garlic_bread/3317049.jpg,2,4,2 4
images/bibimbap/2084187.jpg,2,69,2 69
images/grilled_cheese_sandwich/1065303.jpg,2,24,2 24
images/tacos/2117132.jpg,2,75,2 75
images/pho/878749.jpg,2,93,2 93
images/croque_madame/1121399.jpg,2,85,2 85
images/grilled_salmon/1019062.jpg,2,73,2 73
images/dumplings/514964.jpg,2,90,2 90
images/seaweed_salad/191498.jpg,0,11,0 11
images/spring_rolls/3840609.jpg,2,41,2 41
images/pad_thai/1359785.jpg,2,52,2 52
images/pizza/1089334.jpg,2,80,2 80
images/falafel/635717.jpg,2,26,2 26
images/baklava/3518551.jpg,1,96,1 96
images/pork_chop/123074.jpg,2,71,2 71
images/donuts/191469.jpg,1,8,1 8
images/fried_calamari/1835276.jpg,2,30,2 30
images/ramen/789520.jpg,2,84,2 84
images/greek_salad/1185254.jpg,0,28,0 28
images/pizza/1165451.jpg,2,80,2 80
images/huevos_rancheros/2316495.jpg,2,22,2 22
images/deviled_eggs/3742000.jpg,2,88,2 88
images/miso_soup/1420699.jpg,2,45,2 45
images/nachos/1817582.jpg,2,81,2 81
images/bibimbap/2990859.jpg,2,69,2 69
images/spaghetti_bolognese/783059.jpg,2,25,2 25
images/cup_cakes/618877.jpg,1,3,1 3
images/filet_mignon/3747910.jpg,2,10,2 10
images/apple_pie/2761976.jpg,1,56,1 56
images/waffles/2999331.jpg,1,18,1 18
images/falafel/964477.jpg,2,26,2 26
images/red_velvet_cake/419085.jpg,1,17,1 17
images/chocolate_mousse/687900.jpg,1,67,1 67
images/pizza/2602611.jpg,2,80,2 80
images/pad_thai/344823.jpg,2,52,2 52
images/steak/1512347.jpg,2,15,2 15
images/takoyaki/1921474.jpg,2,54,2 54
images/gnocchi/574387.jpg,2,5,2 5
images/ramen/3152685.jpg,2,84,2 84
images/cup_cakes/3196898.jpg,1,3,1 3
images/nachos/1837987.jpg,2,81,2 81
images/tacos/25784.jpg,2,75,2 75
images/chicken_curry/50866.jpg,2,13,2 13
images/grilled_cheese_sandwich/2025827.jpg,2,24,2 24
images/mussels/1659287.jpg,2,61,2 61
images/bruschetta/2245027.jpg,2,49,2 49
images/strawberry_shortcake/3377453.jpg,1,37,1 37
images/beef_tartare/745088.jpg,2,29,2 29
images/spaghetti_bolognese/2346400.jpg,2,25,2 25
images/ice_cream/2286883.jpg,1,6,1 6
images/sushi/3421968.jpg,2,66,2 66
images/croque_madame/118070.jpg,2,85,2 85
images/falafel/689321.jpg,2,26,2 26
